gbifID,identifier,modified,basisOfRecord,occurrenceID,catalogNumber,recordNumber,recordedBy,eventDate,year,month,day,countryCode,stateProvince,county,locality,verbatimElevation,decimalLatitude,decimalLongitude,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,scientificName,kingdom,phylum,class,order,family,genus,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,taxonomicStatus,publishingCountry,lastInterpreted,elevation,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,lastCrawled,repatriated,iucnRedListCategory
3383328063,bc0d3922-3f6e-11eb-969b-005056be20a7,2022-10-30T12:51:53Z,PRESERVED_SPECIMEN,bc0d3922-3f6e-11eb-969b-005056be20a7,Z-000205335,s.n.,Hans Rudolf Landolt,1943-07-27T22:00:00Z,1943,7,28,CH,Valais,Bagnes (VS),"[Val de Bagnes] Fionnay, hinter dem Dorf im Wald zwischen W-exp. Felsen",1500 m,46.032222,7.309722,POINT(7.309722222222222 46.032222222222224),,,,Listera cordata (L.) R.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Listera,,cordata,,,SPECIES,SYNONYM,CH,2022-11-02T08:10:16.793Z,1512,StillImage,true,false,5314262,2816213,6,7707728,196,1169,7689,2816155,2816213,Neottia cordata,Neottia cordata (L.) Rich.,Listera cordata (L.) R.Br. in W.T.Aiton,2022-11-02T08:01:34.425Z,false,LC
3383328064,bc1edcdc-3ae9-11eb-969b-005056be20a7,2022-09-05T13:29:21Z,PRESERVED_SPECIMEN,bc1edcdc-3ae9-11eb-969b-005056be20a7,Z-000204284,s.n.,Gustav Hegi,1900-06-01T23:00:00Z,1900,6,2,CH,Valais,Salvan (VS),Salvan,,46.119444,7.021667,POINT(7.0216666666666665 46.11944444444445),,,,Geranium sanguineum L.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium,,sanguineum,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.793Z,931,StillImage,true,false,2890920,2890920,6,7707728,220,624,4676,2889949,2890920,Geranium sanguineum,Geranium sanguineum L.,Geranium sanguineum L.,2022-11-02T08:01:34.425Z,false,NE
2575836560,bc352a02-4367-11ea-8c78-005056be20a7,2022-08-10T14:06:51Z,PRESERVED_SPECIMEN,bc352a02-4367-11ea-8c78-005056be20a7,ZT-00187783,s.n.,Louis Favrat,1871-05-17T23:06:32Z,1871,5,18,CH,Valais,Martigny (VS),La Bâtiaz,,46.105277,7.067778,POINT(7.0677777 46.105277),,,,Carex liparocarpos Gaudin,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex,,liparocarpos,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.793Z,548,StillImage,true,false,2724226,2724226,6,7707728,196,1369,7708,2721893,2724226,Carex liparocarpos,Carex liparocarpos Gaudin,Carex liparocarpos Gaudin,2022-11-02T08:01:34.425Z,false,NE
2575836561,bc4a4220-2235-11ea-8c78-005056be20a7,2021-11-10T08:40:24Z,PRESERVED_SPECIMEN,bc4a4220-2235-11ea-8c78-005056be20a7,Z-000185885,s.n.,Stephan Biner,1868-12-31T23:06:32Z,1869,1,1,CH,Valais,Zermatt (VS),Gornergletscher,,45.976111,7.806667,POINT(7.806666666666667 45.976111111111116),,,,Gentiana alpina Vill.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana,,alpina,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.793Z,2687,StillImage,true,false,7270543,7270543,6,7707728,220,412,2503,3170037,7270543,Gentiana alpina,Gentiana alpina Vill.,Gentiana alpina Vill.,2022-11-02T08:01:34.425Z,false,NE
3383328067,bc5ec793-3f90-11eb-969b-005056be20a7,2022-07-12T09:42:53Z,PRESERVED_SPECIMEN,bc5ec793-3f90-11eb-969b-005056be20a7,Z-000205201,s.n.,Georg Gottlieb August Meyer-Darcis,1902-04-30T23:00:00Z,1902,5,1,CH,Valais,Salvan,près Salvan,,46.119444,7.021667,POINT(7.0216666666666665 46.11944444444445),,,,Dactylorhiza sambucina (L.) Soó,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza,,sambucina,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.799Z,931,StillImage,true,false,8231647,8231647,6,7707728,196,1169,7689,2809736,8231647,Dactylorhiza sambucina,Dactylorhiza sambucina (L.) Soó,Dactylorhiza sambucina (L.) Soó,2022-11-02T08:01:34.425Z,false,LC
2575836563,bc6b0fcb-0ab3-11ea-8c78-005056be20a7,2022-09-01T17:22:40Z,PRESERVED_SPECIMEN,bc6b0fcb-0ab3-11ea-8c78-005056be20a7,ZT-00174540,s.n.,Philippe Farquet,1905-06-23T23:00:00Z,1905,6,24,CH,Valais,Fully (VS),"Fully, assez dans la Chataigneraie dans les buissons",,46.143056,7.112222,POINT(7.112222222222222 46.143055555555556),,,,Vicia pisiformis L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia,,pisiformis,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.800Z,579,StillImage,true,false,2974988,2974988,6,7707728,220,1370,5386,2974751,2974988,Vicia pisiformis,Vicia pisiformis L.,Vicia pisiformis L.,2022-11-02T08:01:34.425Z,false,LC
3383328072,bc90b724-3ae9-11eb-969b-005056be20a7,2022-10-30T17:07:49Z,PRESERVED_SPECIMEN,bc90b724-3ae9-11eb-969b-005056be20a7,Z-000204285,s.n.,Ferdinand Othon Wolf,1873-05-27T23:06:32Z,1873,5,28,CH,Valais,Collonges (VS),Collonges,,46.172778,7.034444,POINT(7.0344444444444445 46.172777777777775),,,,Geranium sanguineum L.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium,,sanguineum,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.801Z,473,StillImage,true,false,2890920,2890920,6,7707728,220,624,4676,2889949,2890920,Geranium sanguineum,Geranium sanguineum L.,Geranium sanguineum L.,2022-11-02T08:01:34.425Z,false,NE
2575836565,bc9b7b12-1681-11ea-8c78-005056be20a7,2022-07-23T16:16:27Z,PRESERVED_SPECIMEN,bc9b7b12-1681-11ea-8c78-005056be20a7,Z-000182140,s.n.,François-Maurice Besse,1882-12-31T23:06:32Z,1883,1,1,IT,Valais,,Aostatal: la Baux [= Baou],,45.868889,7.153367,POINT(7.153366666666667 45.86888888888889),,,,Artemisia umbelliformis Lam.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia,,umbelliformis,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.801Z,2364,StillImage,true,false,3120864,3120864,6,7707728,220,414,3065,3120641,3120864,Artemisia umbelliformis,Artemisia umbelliformis Lam.,Artemisia umbelliformis Lam.,2022-11-02T08:01:34.425Z,true,LC
2575836566,bca4e1d2-0ab3-11ea-8c78-005056be20a7,2021-11-10T08:40:24Z,PRESERVED_SPECIMEN,bca4e1d2-0ab3-11ea-8c78-005056be20a7,ZT-00174541,s.n.,Ernst Bahnmaier,1884-06-02T23:06:32Z,1884,6,3,CH,Valais,Fully (VS),"oberhalb Fully, Kastanienwald",,46.143056,7.112222,POINT(7.112222222222222 46.143055555555556),,,,Vicia pisiformis L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia,,pisiformis,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.802Z,579,StillImage,true,false,2974988,2974988,6,7707728,220,1370,5386,2974751,2974988,Vicia pisiformis,Vicia pisiformis L.,Vicia pisiformis L.,2022-11-02T08:01:34.425Z,false,LC
2575836567,bce15eea-5490-11ea-9293-005056be20a7,2022-09-01T17:22:40Z,PRESERVED_SPECIMEN,bce15eea-5490-11ea-9293-005056be20a7,ZT-00192010,10971,Matthias Baltisberger,1986-07-03T22:00:00Z,1986,7,4,CH,Valais,Obergoms (VS),"Goms, 1.5 km E von Oberwald, S-exp., trockenes Wegbord",1480 - 1500 m,46.530278,8.363333,POINT(8.36323611111111 46.530277777777776),,,,Silene nutans L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene,,nutans,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.803Z,1484,StillImage,true,false,5384781,5384781,6,7707728,220,422,2518,3085897,5384781,Silene nutans,Silene nutans L.,Silene nutans L.,2022-11-02T08:01:34.425Z,false,NE
3383328077,bcf48f44-53f9-11eb-931d-005056be20a7,2022-09-16T08:09:42Z,PRESERVED_SPECIMEN,bcf48f44-53f9-11eb-931d-005056be20a7,ZT-00212595,55/45,Karl Heinz Richle,1955-05-28T23:00:00Z,1955,5,29,CH,Valais,Bagnes (VS),"Val de Bagnes, westlich Verbier, im Lärchenwald unterhalb der Kapelle St. Christophe",1500 m,46.098888,7.2025,POINT(7.202536111111112 46.098888888888894),,,,Hepatica nobilis Schreb.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica,Hepatica,,nobilis,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.803Z,1509,StillImage,true,false,5371699,5371699,6,7707728,220,399,2410,3033655,5371699,Hepatica nobilis,Hepatica nobilis Schreb.,Hepatica nobilis Schreb.,2022-11-02T08:01:34.425Z,false,NE
2575836568,bd0b72ee-07ae-11ea-8c78-005056be20a7,2022-10-30T17:07:49Z,PRESERVED_SPECIMEN,bd0b72ee-07ae-11ea-8c78-005056be20a7,Z-000178513,s.n.,Ferdinand Othon Wolf,1890-06-30T23:06:32Z,1890,7,1,CH,Valais,Zwischbergen (VS),Gondo,,46.195556,8.141111,POINT(8.14111111111111 46.19555555555555),,,,Genista germanica L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista,,germanica,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.804Z,841,StillImage,true,false,5347824,5347824,6,7707728,220,1370,5386,2940025,5347824,Genista germanica,Genista germanica L.,Genista germanica L.,2022-11-02T08:01:34.425Z,false,LC
2575836569,bd2880c6-1514-11ea-8c78-005056be20a7,2021-11-10T08:40:24Z,PRESERVED_SPECIMEN,bd2880c6-1514-11ea-8c78-005056be20a7,ZT-00177016,s.n.,Henri-Auguste Romieux,1918-07-27T22:00:00Z,1918,7,28,CH,Valais,Martigny (VS),"Martigny, pied du Mt. Autan (=Ottan), rochers granitiques",500 m,46.1175,7.047778,POINT(7.0477777 46.1175),,,,Asplenium ruta-muraria L.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium,,ruta-muraria,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.805Z,505,StillImage,true,false,2650625,2650625,6,7707728,7228684,392,6625,2650583,2650625,Asplenium ruta-muraria,Asplenium ruta-muraria L.,Asplenium ruta-muraria L.,2022-11-02T08:01:34.425Z,false,NE
2575836570,bd4822b6-3ea1-11ea-8c78-005056be20a7,2022-10-20T15:50:45Z,PRESERVED_SPECIMEN,bd4822b6-3ea1-11ea-8c78-005056be20a7,Z-000190982,s.n.,Fritz Grossmann,1973-06-14T23:00:00Z,1973,6,15,CH,Valais,Orsières (VS),"Val Ferret, Pierre Javelle, 2 1/2 km WNW La Fouly, Geröll an Flussbord",2160 m,45.939722,7.071564,POINT(7.071563888888889 45.939722222222215),,,,Saxifraga exarata subsp. exarata,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga,,exarata,exarata,,SUBSPECIES,ACCEPTED,CH,2022-11-02T08:10:16.805Z,2128,StillImage,true,false,7339533,7339533,6,7707728,220,7219248,2402,2987833,7339532,Saxifraga exarata,Saxifraga exarata subsp. exarata,Saxifraga exarata Vill. subsp. exarata,2022-11-02T08:01:34.425Z,false,
3383328083,bd57e35c-65f9-11eb-8cd8-005056be20a7,2022-09-27T08:42:39Z,PRESERVED_SPECIMEN,bd57e35c-65f9-11eb-8cd8-005056be20a7,ZT-00218484,s.n.,Louis Favrat,1877-07-22T23:06:32Z,1877,7,23,CH,Valais,Riederalp (VS),"Simplon, pont de Ganter",,46.2975,8.0625,POINT(8.062452777777779 46.2975),,,,Hieracium pictum Schleich. ex Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,Hieracium,,pictum,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.805Z,1394,StillImage,true,false,3135843,3135843,6,7707728,220,414,3065,3134951,3135843,Hieracium pictum,Hieracium pictum Schleich. ex Pers.,Hieracium pictum Pers.,2022-11-02T08:01:34.425Z,false,NE
2575836572,bd7e8da6-21b0-11ea-8c78-005056be20a7,2022-09-27T14:43:09Z,PRESERVED_SPECIMEN,bd7e8da6-21b0-11ea-8c78-005056be20a7,Z-000185972,s.n.,Helmut Gams,1915-07-20T23:00:00Z,1915,7,21,CH,Valais,Fully (VS),"Fully, W-Fuss des Fenestral (= Six du Doe), Pionierrasen auf Kalkschutt",2440 m,46.186111,7.1025,POINT(7.1025 46.186388888888885),,,,Gentiana brachyphylla Vill.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana,,brachyphylla,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.806Z,2434,StillImage;StillImage,true,false,7270252,7270252,6,7707728,220,412,2503,3170037,7270252,Gentiana brachyphylla,Gentiana brachyphylla Vill.,Gentiana brachyphylla Vill.,2022-11-02T08:01:34.425Z,false,NE
3383328087,bd8c822e-6619-11eb-8cd8-005056be20a7,2022-10-30T17:07:49Z,PRESERVED_SPECIMEN,bd8c822e-6619-11eb-8cd8-005056be20a7,Z-000215622,s.n.,Ferdinand Othon Wolf,1895-07-31T23:00:00Z,1895,8,1,CH,Valais,Obergoms (VS),Eginenthal [= Aegenetal/Obergoms],,46.491584,8.343558,,,,,Hieracium villosum Jacq.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,Hieracium,,villosum,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.807Z,2030,StillImage,true,false,3136788,3136788,6,7707728,220,414,3065,3134951,3136788,Hieracium villosum,Hieracium villosum Jacq.,Hieracium villosum Jacq.,2022-11-02T08:01:34.425Z,false,NE
2575836573,bde98ed9-1122-11ea-8c78-005056be20a7,2022-10-30T17:07:49Z,PRESERVED_SPECIMEN,bde98ed9-1122-11ea-8c78-005056be20a7,Z-000180358,s.n.,Ferdinand Othon Wolf,1871-07-10T23:06:32Z,1871,7,11,CH,Valais,Täsch (VS),Arschkummen (=Arschchumme) ob Täschalp,,46.046389,7.845,POINT(7.845 46.046388888888885),,,,Potentilla nivea L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla,,nivea,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.808Z,2956,StillImage,true,false,5366510,5366510,6,7707728,220,691,5015,8079058,5366510,Potentilla nivea,Potentilla nivea L.,Potentilla nivea L.,2022-11-02T08:01:34.425Z,false,NE
2575836574,bdfb13bb-3ded-11ea-8c78-005056be20a7,2022-02-07T06:52:09Z,PRESERVED_SPECIMEN,bdfb13bb-3ded-11ea-8c78-005056be20a7,Z-000190745,s.n.,Albert Thellung,1919-08-06T23:00:00Z,1919,8,7,CH,Valais,Zermatt (VS),"Zermatt, Wegrand unterhalb des Dorfes",1610 m,46.025277,7.748611,POINT(7.748505555555556 46.025277777777774),,,,Acinos arvensis (Lam.) Dandy,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Acinos,,arvensis,,,SPECIES,SYNONYM,CH,2022-11-02T08:10:16.808Z,1610,StillImage,true,false,2927116,2927118,6,7707728,220,408,2497,2926907,2927118,Clinopodium acinos,Clinopodium acinos (L.) Kuntze,Acinos arvensis (Lam.) Dandy,2022-11-02T08:01:34.425Z,false,NE
2575836577,be05263d-5490-11ea-9293-005056be20a7,2022-09-02T08:03:53Z,PRESERVED_SPECIMEN,be05263d-5490-11ea-9293-005056be20a7,ZT-00192015,78/629,Matthias Baltisberger,1978-07-06T23:00:00Z,1978,7,7,CH,Valais,Obergoms (VS),"Goms, E von Oberwald, Gere [=Geere]",,46.530278,8.369444,POINT(8.369361111111111 46.530277777777776),,,,Silene nutans L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene,,nutans,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.809Z,1584,StillImage,true,false,5384781,5384781,6,7707728,220,422,2518,3085897,5384781,Silene nutans,Silene nutans L.,Silene nutans L.,2022-11-02T08:01:34.425Z,false,NE
2575836578,be1e938a-3b69-11ea-8c78-005056be20a7,2022-10-27T17:08:44Z,PRESERVED_SPECIMEN,be1e938a-3b69-11ea-8c78-005056be20a7,ZT-00185465,s.n.,Luzia Meier,2012-07-19T22:00:00Z,2012,7,20,CH,Valais,Zermatt (VS),"Zermatt, Roenboden",2815 m,45.985,7.765,POINT(7.765 45.985),,,,Saxifraga aspera L.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga,,aspera,,,SPECIES,ACCEPTED,CH,2022-11-02T08:10:16.809Z,2808,StillImage,true,false,7339334,7339334,6,7707728,220,7219248,2402,2987833,7339334,Saxifraga aspera,Saxifraga aspera L.,Saxifraga aspera L.,2022-11-02T08:01:34.425Z,false,NE
